,content,sentiment
39489,is trying to make this sunday last 48hours,empty
9714,Its rained ever day in Miami since I've been here.....,sadness
24062,"off to school, the home for some AP studying!",neutral
29668,"@Linz__marie idk...I feel horrible...and I think my mom would be suspicious since I've been in bed for a straight 2 days,but thnx anyways",worry
23370,@sucka99 yep 14 days whoop,worry
32637,@Den_Mom Maybe people would start looking for us... like &quot;where's Waldo&quot; but &quot;where's the CKC&quot;?,empty
31945,http://bit.ly/T17fl  mary ann &amp; frances are gunna kill me,worry
30369,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",neutral
6662,Is there ever going to be another production of The Last 5 Years in NY????????? I still haven't seen it,surprise
4118,My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,hate
1995,http://twitpic.com/665w2 - see miles away,empty
32346,"@Alonis lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits",neutral
778,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin",neutral
14385,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,enthusiasm
15281,Just as quickly people arrived people have gone  Still hungry must find food!,worry
5705,"@JaredDouglas i'm still awake, coulnd't go back to sleep",worry
3662,Can't believe ER is over,sadness
39140,@dotnetcowboy Thanks ! even though I'm just 'mother' of our cat,neutral
11133,@XJakeXChaosX they prob are sold out.    all i wanted was to see them for my bday lol,worry
26005,why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,worry
36238,Happy Mothers Day to all Mothers every where,love
21668,@comedyqueen dont make plans mite go out tho if i can b bothered 2 get out ma pjs!,worry
1925,Why cant a girl just like me for who i am and not whats in my walet?,sadness
27738,@DutchReaganite Then I'll need plenty of quizzes to get through the work day.,happiness
34081,contemplating whether or not I will go to prom as I listen to my 80's playlist. &quot;Somethings tellin me it might be you!&quot; Stephen bishop,neutral
23996,"Right, I must be off to do some sewing. Bye x",sadness
8808,Ready to kill myself  i hate history,hate
29475,"@ddlovato Glad u r back Demi! You're such a talented, authentic and amazing girl. Keep doing what you love, you're making it brilliant",relief
16206,@Wossy @juleskaos good show ... And the killers rock ... But they cut em short,sadness
6316,@IamABoogs oh plzzzzz u never had time for me!!!,worry
25371,@catdog03 Do I seem brighter &amp; more colorful?,relief
3482,@Moyo88 oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!,fun
26890,@vivyouell You got me. That's where I'm obviously going wrong!,sadness
8114,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot,neutral
12357,@rachaelblogs Good for you Rachel.  I have nowt,worry
5729,5 hours to go and no football again for me,worry
8360,@lomeli09 i couldnt respond cuz i maxed out,worry
11555,back garden times. my feet hurt,sadness
17260,Yeahhhhhhhhhhhhh friday..and I work tomorrow,fun
31346,Om Nom Nom RICE PUDDING!,neutral
18603,oh no.... please... dont do that to yourself again,worry
34701,Less than 99 days til warped tour.,worry
8324,31 degree centigrade is much hotter than 30 degree centigrade,worry
28884,"Uh, happy mother's day mum.",love
24036,"@dan_pentagram trip with school! get to go see a west end show and loads more stuff, its gonna be great",fun
34303,@shaktijs http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,happiness
19827,I love being ignored except to be yelled at. I love my life.,love
22040,graandma's houseee  i havee too leave now! &lt;3,sadness
26166,Humous and Dorito's.... Oh yes,happiness
5159,Shopped til i dropped....come bac sunshine i miss u,sadness
8537,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;",neutral
39692,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",sadness
28235,Happy nurses week! It's our first one as rn's,happiness
2218,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though,happiness
35646,"Just finishing shooting, can u believe it, but got the job done",surprise
31836,@mkeguy69 thank you  have a great weekend,happiness
10557,@aliasgirl18 Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.,sadness
29719,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",relief
38927,@andrewschof hows u? lovely day here!,neutral
36583,&quot;Ooh-ooh... it's SHINY&quot;. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,love
4935,@Samtagious DAMN! a mass unfollowing and i didnt get the invite! im bummed now,surprise
3627,@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!,worry
20987,"@therami well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you're still snoozing",neutral
32960,things are looking better and better! i think i might be quite happy,relief
681,Off to bed!! Still exhausted from Vegas,neutral
12847,need to cheer up!,happiness
7242,Missed the hello kitty  not enough time oh well,neutral
14530,"@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",sadness
735,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,sadness
33831,night twitter lovelies. happy yo momma day. i luff you mummy,love
20454,@marygrrl aww  loves you! way too cute ;),love
36107,had a nice time with juno  http://plurk.com/p/sv71z,neutral
4995,@1Shan no sir...i woulda put honey...but i don't have any,sadness
18789,@Mszjai nvm i just got ur message that ur sick,worry
3585,The sun has gone in!,surprise
10769,"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging",neutral
29060,needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,worry
22299,@Fran_v  haha i was in your boat yesterday.. you'll pick it up in no time,love
37985,"http://twitpic.com/4wry2 - look, @camathome, the rosemary in my back garden, in CameraBag's &quot;Lolo&quot; mode",surprise
6714,@postsecret had a life changing redhead - she got away,neutral
39619,@Jennifalconer I was happy to see on Something For the Weekend that Flight of the Conchords is back on BBC4!,happiness
11670,I'm wishing I was outside instead of trapped in my office.,sadness
30357,@CVJason @MINDY979 @inotherwords_c @scrapplesandwic @thenewnicole @Sweettreat Thank you for the FFs my friends!,neutral
23923,I'm new on Twitter.....Hi everybody!!! Suggestions for me???,neutral
38781,http://bit.ly/s7hQe   Translate XMind to your language.,neutral
5281,i &lt;3 maria but i wish she was in my class!!!  i love her lol bored in class again!!,love
23748,"Lipsynching to David C's Heroes and really feelin it. It's my fave track off DCTR. After all, D is my hero..",love
20646,@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,happiness
4534,@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol,love
10498,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do,neutral
33189,Just have to say again how much I like the new twitteriffic,love
22546,@fudgecrumpet ok i believe you.but i have a belly button.lol,sadness
2745,My phone is dying ....,worry
19468,"reaons not worth it; drunk for no reason, depressed about revision, nothing happened. Reason's worth it:Matt, ...after that? i dunno",worry
20497,@sdweathers Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,neutral
5365,@DsBabyGirl  having a stressful morning! just got my computer back (crashed) - trying to reinstall everything.,empty
2286,i cant afford it  go to school here ? !!,worry
2790,No http://twtvite.com/3koyqo #twtvite #aptw Have to miss this now because of other engagements,love
7239,@HLJx lol thanks!there scary to wear though,worry
37151,@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are,neutral
300,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,worry
33387,watching a youtube vid of @jonasbrohters sing paranoid live  @njbond007 is so cute when he sings lol,enthusiasm
11339,absolutley gutted i am this ill when a) it's this sunny outside and b) i have shit loads of revision to do for my c) exam on tuesday,worry
18315,"Has got the slow cooker going, now just to get ready for work",neutral
8893,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,hate
10293,@NateBodnar are you going with jordan? he told me to come but im stuck at work,sadness
12716,"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",neutral
34717,"@ElegySanft I don't say it, I KNOW it.  Because I'm just good like that",neutral
37118,@sageeb finally -- someone recognizes my genius,relief
38301,http://bit.ly/137cTy How about some Celtic up in our lives?,neutral
21174,@poojarazdan woah.. awesomely romantic..  write a blog post on this.. I wanna knw the entire story.. like how he proposed etc..,love
6733,ughhh studying for finals i wish i could go to prom,sadness
22423,@QueenieCyrus morning miss sarah cyrus ;) WHAT'S UP?  x,sadness
39355,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",surprise
31258,that party was a great time  just got 'paranoid' by @jonasbrothers as a ringtone! yay,fun
37609,i dyed my hair back to super black again!,happiness
9369,"Crap, nearly forgot my PIN  I shouldn't try to learn anything new in the future lest it push out more vital information.",relief
32328,@CARAciao haha :S i started yesterday my dad helped me so much!!!,happiness
1453,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me",sadness
21289,Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt;3  @mimacruz sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm,hate
10453,@JonKress perhaps she will start including #magic in all of her tweets now too. BTW... you didn't write #magic in ur tweet to me.,worry
13835,@TheRealKristi Many miles of driving today. No time to twitter,neutral
31925,vacay in san luis and i'm pooped...in a good way,love
28118,@keithbrooks Glad to see you're still around,love
4781,feels so used I hate guys grrrr,hate
30312,loven the rs ftw pvp is bac,happiness
11438,Brad Paisley+Alison Krauss- Whiskey Lullaby...so sad  but its awesome!,worry
26974,@my3boybarians Laughing at my &quot;ah ha&quot; moment. Off to get some coffee.,happiness
24179,@YatPundit oooh OK. thought I was losing my MizMind,happiness
15822,R.I.P. 60GB Playstation 3  YOU WILL BE MISSED!!!   November 2006 - May 29 2009,neutral
2437,what's wrong with people? Second break-in at Wallmans tonight,surprise
174,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,sadness
1935,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver.",sadness
17842,@GrowWear Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,sadness
5029,"1:13 finished essay! off to sleep, busy day tmr",relief
14646,"@themakelounge -- No fair, I want a sticker but I just moved away from London",sadness
31025,Summer is finally here! Graduation in a week!,relief
26011,"@justjoe pretty much, thanks.  seeing if a little Gilbert &amp; Sullivan will cheer me up more.",neutral
11613,&quot;I never thought I'd die alone. Another six months I'll be unknown&quot;,neutral
26596,@azmomofmanyhats @rocknrod @gailelaine @sarahstanley  Good morning to you !  Its so pretty outside today,happiness
6499,@tylerakira - ughhh!!! have to go back there tonight,hate
4889,my lord! this day is going to slow,worry
34566,@babygirlparis all ur pic it's so nice  look so cute..oh!!,happiness
33191,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",neutral
33546,Goodnight tweeps.,neutral
9700,listening to @joeymcintyrye's Without Your Love...hes so tortured in that song...makes me sad,sadness
21986,Twitter connected with FAcebook   http://twitter.com/paynetsystems &amp; http://tinyurl.com/dagmoq,neutral
9904,on my way to my dad's with my sistas..  r.i.p. Deb..,sadness
10004,"Yep, one of those nights again.",empty
5699,it's almost june and i'm bundled up because of this nasty ass weather! i just want to lay in the sun on the patio near the roses,worry
27762,@CursedJezzy Thanks for the mascara input. It's appreciated.,happiness
13138,doing chemo,neutral
11635,Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg,neutral
32679,"@simonelrp: Potter, are also in that category! Hehe. &lt;3 I love you too!!! So much",love
6617,If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.,surprise
26659,Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor @marianneh: zo vind ik ze wï¿½l leuk!  ),neutral
11304,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,happiness
5617,@hippyofdoom I didn't even get a chance to shop @ Aldi!,sadness
22597,@fcharlton Seesmic Desktop seems pretty good. Nice find,love
23436,@dougiedaydream thank you,neutral
13830,@Blo0dsta1ned i know my mom is going up there monday with me to get it changed. i'm so upset,neutral
16575,just drove with my mom and brynn. my mom said im the worst driver EVER...really??,surprise
5845,@carolkoh Sorry to hear that Carol.,worry
26262,philosophy final today! thank you @sportygirlie08 it's 3 days now!!!!,happiness
6121,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",sadness
25318,@Dez4jc @goldengoodas thanks hun!! I'm working hard over here...  thanks mama!! I yuhh you!!!,love
64,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...,sadness
14250,@emzyjonas i know they r lol i hope she does she said she will,neutral
17862,"@Goatzilla nooo, poor cat  he just wants a cuddle... or food, its hard to tell",love
17008,had 2 leave the mrs @sweetbullshit cuz i have to go 2 work  really didn't want to.,sadness
38377,"@jaulin Maybe you have, my memory sucks.",hate
3600,@Parquette1 Haha! maybe I should try that. The insomnia is kickin' my butt,worry
29844,happy mothers day x &amp; go the dockers,happiness
39643,BOOK NOW &amp; SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,fun
7348,dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,sadness
26938,@Hellblazer They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like,neutral
13485,"I quite fancy Gregg on #bgt. Singing wasn't as good as his audition though, sadly",worry
18257,iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,worry
5081,"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",sadness
9045,Going to tmobile  i need a new phone this G1 is so not working for me anymore,worry
29127,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,worry
6412,@ddlovato miss chatting with you,happiness
19388,@el_juansimon God I'm bored. Wish we could've done something 2night!,worry
14265,"My dog is sick. I love that little doggie. He's usually so keen and happy, but he doesn't even want to go for a run in the forest today.",worry
29846,@shiminhas boa nooite,neutral
29818,"@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",enthusiasm
27377,working on the callsheet,worry
27835,@lilxklein i see you hannah klein!. lookin good today,happiness
33206,Ugh what an amazing night. Time for bed! I know i'm gonna sleep well. And with no getting up early!  good night!,love
5635,Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:,sadness
12903,@noisemaker_ aww thats too bad you lost it though,worry
202,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,sadness
9567,@chirocindy Don't tease me! I'm in desperate need of an adjustment.,worry
31341,@bubzbeauty awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,surprise
13363,@James_Young Iv Only Got Two Twitters On Here !!,neutral
96,dont wanna work 11-830 tomorrow  but i get paid,sadness
665,Needs a new phone,empty
3741,Morning. Forgot my daily booth yesterday.. shocking! I want to sit in the garden today and read but we have a huge bees nest,worry
18331,Didn't get to go wakeboarding  but i'll be good cause i'm having a lush night!,love
19178,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...,neutral
28365,"@darlsXzpott3r I'm doing good thanks   And yourself? and sorry, lil busy at the moment.",worry
11100,(2/2) everything but finacially we just dont have it,worry
10247,"@michaelwryan Can't, did I forget to say that?  hahaha   I wouldn't be able to get home.",neutral
23349,Good morning!,neutral
24537,wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,neutral
36246,http://www.twitpic.com/4wp26  i made a cake for my mom  she loved it ? yay,neutral
25327,I'm feelin aiden today!  on the bus now  Die romatic!!!,love
10255,its overcast today again  it looks like it wants to clear up but i doubt it :/,worry
16367,Im a loner  haha suckss,fun
9238,Loving the sunshine! Wish poor Richie would feel better,love
26779,Just wants the morning to be over already! In another 5 or 6 hrs. My summer will officially begin  THANK THE JORD!!,relief
13816,"@arnteriksen I'm having exactly the same day you are, man. Just buried over here  #FollowFriday",sadness
6019,@frenchiep Hi frenchie *-* i'll do that...later  :p,worry
21773,Happy Star Wars Day ...  &quot;May the 4th be with you&quot;.... read http://tinyurl.com/axsujx for more ;),neutral
17105,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,worry
12763,@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!,sadness
7531,@meerasapra seriously.. it used to spend most of the time in my house..,sadness
21651,Going to have dinner. bbs,happiness
6854,"I am so bored, i really don't know what to do!",empty
12549,Man i am being boring today not tweeting  How are you guys?,boredom
19855,@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.,enthusiasm
12232,Work...,neutral
4156,"had fun tonight ^^ make up, pillow fights and skins. wish i could have stayed over",happiness
31738,@androidtomato Hello Gorgeous GIRL! Nice new pic!  HOw are you today,love
13622,@Ashleys4 me too,neutral
26168,after my previous twitter...this is funny! And also always gets me motivated for a brand new day!  ? http://blip.fm/~5jnbz,neutral
5338,I hate when it's cloudy. I either want it to be all sunny or raining. It's cloudy,hate
29677,@KenRamirez Hi Ken ... checking in quickly and checking back out. Will be around all day tomorrow tho if u need something,empty
9414,Feelin a little blue tonight.. Love might be good,love
13879,just doesn't understand why this thing wont save my photos  Defo uggo! lol,worry
10909,@tokiohotelusa did they have a video acceptance speech or anything? I can't watch the stream,neutral
25853,Making Banana Bread,empty
14336,@Lilayy YES.I loved Disney...and I still do haha.How karazzzy is that?But I've never been to Disney....blah!!,love
29948,haciendo mi primer app con Thin + Rack + some crazy stuff...,happiness
1297,The computers and the Ethernet at school are so slow!,worry
476,is not sleeping because he has paperwork to do.,worry
35173,"FOR @john_b_waters and  @mr_suh, you must read that please http://bit.ly/nPpiV",neutral
18122,@symphnysldr what's goin on hun?  I'm worried about you,worry
14720,"@astropix Yeah I just accepted UBC's offer last night, but I dunno if I'll still make it in because I've been slacking off a lot lately.",worry
17498,@TheKellanLutz OMG i want to go too!  hahaha,happiness
7680,on no bsg might just have made me cry,neutral
8116,awesome i just ruined all my white clothes i never remember to separate,neutral
37578,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",happiness
10485,"@blaqberry I know, me too.  I'm hoping since I got him sesame oil, which he loves, that he'll let it slide. *fingers crossed*",fun
7522,it'S freezing and raining here,neutral
35886,@ryezzzzahh hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,fun
12005,@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,fun
30759,@LiLViciousSODMG Yessir,neutral
6217,Trying to get some work done not too happy about work situation,worry
3473,Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain,fun
2298,"@tsarnick Yeah, that was my thumb last night. Sorry",neutral
17612,@davejmatthews @slessard just wanna be there tonight,neutral
34697,@natalietran I did really like that http://tinyurl.com/c63mhr reminds  a little of my favor hfw,happiness
24575,"@Monica2112 this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha",happiness
27341,Time for school  i'm feelin good.. 5 AM jogs do good. ~aloha,happiness
8694,@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL,neutral
14587,@lilyroseallen britains got talent is rather disappointing this year,sadness
3070,is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x,worry
22334,hate public Internet... sometimes they don't even reach farther than the transmitter itself... and I'm sitting right next to it  #WIN,hate
26265,call me einstein. got math test results: A-  hell yesss,happiness
29467,Ahhh my mommie got me new sheets for my bed  so comfy,worry
14985,Awaiting reply from two projects. One cancelled.,neutral
26125,pink bubble baths and champs,neutral
18071,@ElZorro: &quot;&quot;UB40-&quot;Bring Me Your Cup&quot;&quot;&quot;  ? http://blip.fm/~7af72,neutral
38954,"@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world",neutral
23866,@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!,love
31940,@davidteran haha I wish! I have a BFA in photography now.,neutral
24401,GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!,enthusiasm
19267,@lindyhot oh noo.. i cant see it,worry
36592,Cock Please,neutral
7868,We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,fun
39497,HAPPY MOTHER'S DAYYY!,love
24100,@Devinwade heyyyyyyyyyyy! Look who it is,surprise
17188,"went to galveston, want to go back",hate
26821,@easytouch lets go home,happiness
18166,@loldarian OMG SO srry to hear that,worry
22001,learning how to use twitter,neutral
23505,@iamkryssa twitter does not suck missy love you,love
24123,my mum thought that my brother laughing was the cat about the throw up... smooth,love
35273,"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club",happiness
3013,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,sadness
22965,it is so cute watching Matt play with the Wii as I do some work,love
29415,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,happiness
34609,I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid,neutral
34194,is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night,neutral
1891,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,relief
7511,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much",hate
1418,@viintagedresses aww poor Caity  :L add people n they will add you,worry
204,is a bad friend,sadness
24345,in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you've... http://ff.im/2zaF4,neutral
6334,@wendydoeswaco Beatrice?? I don't remember his guide,neutral
13729,@ the office craving ice cream,neutral
35822,"@rhettroberts haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem",fun
39963,THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,happiness
8723,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on,love
6069,@churchpunkmom We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,neutral
29600,I am chillin w/ my homies,worry
1141,@DHughesy ME! I wanted to go.,relief
3132,watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3,happiness
27178,@gfalcone601 salt and vinegar,neutral
34433,OMG.. THIS ONE??? YESSSSS love this Danny song,surprise
38157,"@firequinito From the champion team in the defunct MBA, Cebu Gems!",enthusiasm
24677,snowbear has finally come out...congrats che and warren,happiness
37433,@christay0102 that sounds awesome..,neutral
21239,is soooo over school...maybe sick..all week *evil laugh*,relief
15016,@travisricejr Because the ferry that was supposed to take us out changed their schedule. So now I have to fly out on June 30 on a red eye,worry
33837,"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",happiness
5137,@hoezay__x3 trueee,neutral
23373,"@kontorrecords yes i do, how can I not?",surprise
31061,@kimberlyhopkins probably...why not!,love
12860,@djirie  that would mean me babe! but Fcuk it my name @rozoonthego is SUPER FREAKIN COOL! I give myself a pass! HA!,love
4556,@Sadandbeautiful That sucks about your prints. Sorry,sadness
33716,"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo.",happiness
37636,@Tegs03 bahah that would be really funny she would be really cut haha,happiness
33886,Happy Mothers Day to all of the moms out there,happiness
11286,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:,sadness
8456,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*",neutral
32982,@jphauk huh what the fuck? Smelly? Noooo. I love alex Vixon,worry
16481,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can't wait for the day off tomorrow,  I have to work Sunday.",sadness
11214,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*",happiness
13368,@JessikaSay awwwh - i'm sorry  i hope you fell better - watch a film ?,worry
12071,"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies.",love
15013,@NLtommy nope  don't think I will. Thnx for asking lol I will be fine,worry
11356,"Work, work. Me not that kind o' orc.",sadness
21835,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,happiness
21064,@StaceyFarina Hah! Thanks.,love
24457,@HamzaZafar That's the problem. DNS isn't working  uTorrent and DestroyTwitter are working while everything else is down.,worry
19583,*sigh* another two out fly out for Papi,worry
32757,About to leave the fights. I'm tired and my voice hurts.,worry
17776,I'm at work!!!! Ugghhhhh someone save me now,worry
22319,I'm medal drivin'  home in 3 hours!,neutral
7679,She didn't make the challenge,neutral
39462,@PicSeshu there u go,neutral
10539,@Tamsin1234 and I didn't get your myspak comment  big sad,neutral
6861,im so stressed out.  will anything get any better *sigh*,worry
14544,@mosaicbooks and now they are one. To become a bigger pain.,neutral
19493,@BSBVBK im trying to fix it.. it doesnt do it  and its &quot;ahi dios mio&quot; but u did good lol,worry
2290,i feel less than nothin'.. lower than zero..,worry
9987,The only thing I hate about Playoff Pens hockey is how much the tickets are! I wanted to go to a game but there 300$ a ticket,hate
14413,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!,sadness
31663,downloading apps for my iphone,neutral
38559,@pntbtrkisses LMAO...but you'll still have me! I am thoroughly enjoying our conversation,love
26554,jb are so cute!  lmfao -giggles-,happiness
18307,Ugh work sucks. I could be with sher right now,love
19375,I think my phone has officially bit the dust.,worry
17110,I am so glad it's Friday. I just got off work and I'm so tired.,happiness
615,finished a whole box of ice cream,sadness
24270,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,anger
35393,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",happiness
8074,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.,happiness
1763,"@Lacrimae Pfft, there you go with the logic again!",empty
6479,@sirhova I was supposed to go to philly as well....bailed out last minute,sadness
27430,"Yum, just had a mickeyDs eggmcmuffin. McYum",neutral
31309,"41 Followers? Random people, but okay!",enthusiasm
39457,Happy Mothers Day to all Mom's,neutral
26181,@WorkInColour It was a pain worse then death!  The Dell is just a boat anchor with a power cord or a very ugly paperweight!,worry
21762,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges",happiness
20684,is at home,neutral
7857,feels ..my cousin is a monkey  http://plurk.com/p/x23pa,neutral
34684,@BumbleBeeBree He says thank you,love
26036,asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,happiness
6572,TGIF Resto here at home is dayuummm expensive!,surprise
22361,Thank God @aravindkumar is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!,relief
38395,@AmyMeredithband amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  xx,happiness
10354,I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions,sadness
3851,@bagginsboy oh yes. There was no feasts left,sadness
2954,Why didn't I book today off as well could not be bothered with work the weather is too good to be in here,sadness
19433,My picture won't update.,worry
30978,@christyharrison iloveyoumoreeee,worry
29954,@packers4 That's interesting to know... thanks,neutral
20192,...love and wanted to share with my followers. feeling inspirational. ive had a long day.,happiness
17225,"@CurvaceousDee aw, gutted",sadness
6246,@roxeecruz ur linky no worky,sadness
